景区名称,地区,景区等级,经度,纬度,
越野e族阿拉善梦想沙漠汽车航空乐园景区,内蒙古,4A,105.1608189,38.67080969,
东风航天城旅游区,内蒙古,4A,100.290861,40.97766397,
金沙堡地生态旅游区,内蒙古,4A,106.683743,39.65185119,
大漠胡杨生态旅游区,内蒙古,4A,101.055906,41.93443787,
阿拉善盟贺兰山福因寺（北寺）旅游区,内蒙古,4A,105.8809209,38.98676161,
阿左旗腾格里沙漠天鹅湖旅游区,内蒙古,4A,105.384327,38.77801303,
阿拉善盟通湖草原旅游区,内蒙古,4A,104.9440468,37.60371216,
阿拉善盟腾格里达来月亮湖沙漠生态旅游区,内蒙古,4A,105.164193,38.46977418,
阿拉善盟广宗寺（南寺）生态旅游区,内蒙古,4A,105.796817,38.67077011,
额济纳旗胡杨林生态旅游区,内蒙古,4A,101.087036,41.96767488,
阿右旗巴丹吉林沙漠旅游区,内蒙古,4A,102.376932,39.47224111,
海美斯精品陶瓷工业旅游景区,内蒙古,2A,111.8024446,40.481259,
乌海市科技馆,内蒙古,2A,106.7943765,39.6578077,
乌海市蒙古族家具博物馆,内蒙古,2A,106.7887219,39.67126503,
乌海市煤炭博物馆,内蒙古,2A,106.852833,39.69631402,
乌海市青山翰墨园,内蒙古,2A,106.8520911,39.68779056,
乌海市植物园,内蒙古,2A,106.8271781,39.69936636,
满巴拉僧庙旅游景区,内蒙古,3A,106.8475576,39.33371324,
汉森庄园,内蒙古,3A,106.825898,39.79984011,
甘德尔山旅游区,内蒙古,3A,106.8329078,39.60592957,
乌海湖休闲度假旅游区,内蒙古,4A,106.78891,39.66519,
当代中国书法艺术馆景区,内蒙古,4A,106.7948488,39.66043668,
阳光田宇国际酒庄,内蒙古,4A,106.7871621,39.40478666,
乌海市蒙根花生态休闲区,内蒙古,4A,106.8206994,39.80540731,
金沙湾生态旅游景区,内蒙古,4A,106.865686,39.7654211,
宝日汗图旅游度假区,内蒙古,2A,109.779637,39.79806612,
乌梁素海旅游景区,内蒙古,2A,108.780483,40.82629349,
巴彦淖尔市青少年科技馆,内蒙古,2A,107.397133,40.74427101,
海流图生态园,内蒙古,2A,108.5507813,41.58623074,
乌拉特中旗博物馆,内蒙古,2A,108.5317895,41.23959485,
乌拉特博物馆,内蒙古,2A,107.088576,41.08807796,
同歌乐格景观河旅游区,内蒙古,2A,121.559048,44.20862912,
风蚀冰臼国家地质公园,内蒙古,2A,108.5149912,41.34359165,
青清湖旅游景区,内蒙古,2A,107.326128,40.73600698,
四季青农业高科技生态园区,内蒙古,2A,118.8570428,42.35866987,
浩澎现代农业观光园,内蒙古,2A,107.5798638,40.96879182,
慈云寺,内蒙古,2A,107.607452,41.05801843,
四大股普济寺,内蒙古,2A,109.9679722,40.50177706,
冯玉祥誓师广场,内蒙古,2A,107.0061548,40.30995354,
五原抗战纪念园,内蒙古,2A,108.2817058,41.12422998,
镜海旅游度假村,内蒙古,2A,109.4436778,39.05787011,
游牧一族苁蓉生态园,内蒙古,2A,107.5072474,40.82089872,
云海秋林生态休闲度假区,内蒙古,2A,107.5905448,40.92008796,
磴口县博物馆,内蒙古,2A,107.014195,40.42560944,
镜湖生态旅游区,内蒙古,2A,122.0439939,46.14510466,
驼铃驿站旅游区,内蒙古,3A,109.8177767,40.66642431,
圣牧集团工业旅游景区,内蒙古,3A,111.7357488,40.55086949,
那仁乌布尔匈奴城旅游景区,内蒙古,3A,106.621792,40.86032197,
浩彤现代农业观光园,内蒙古,3A,107.313762,40.80541644,
德岭山水库国家水利风景区,内蒙古,3A,108.612534,41.37264192,
温根塔拉草原旅游区,内蒙古,3A,108.469615,41.44431491,
蒙牛乳业工业游景区,内蒙古,3A,111.7943696,40.48083686,
五原县历史文化博物馆,内蒙古,3A,108.2771654,41.09459584,
巴彦淖尔地质博物馆,内蒙古,3A,107.3917308,40.74549913,
乌拉特前旗公田村,内蒙古,3A,108.4776667,40.86966181,
乌拉特前旗乌拉特部落,内蒙古,3A,109.275168,40.66531792,
河套农耕文化博览园,内蒙古,4A,108.2193046,41.06221606,
河套酒业工业旅游区,内蒙古,4A,111.7680552,40.87612593,
黄河三盛公国家水利风景区,内蒙古,4A,107.0368428,40.31753958,
黄河河套文化旅游区,内蒙古,4A,107.3958902,40.73191048,
纳林湖旅游区,内蒙古,4A,106.6514378,40.53216853,
万泉湖生态旅游度假区,内蒙古,2A,106.4087472,40.49754414,
鄂尔多斯国家生态公园,内蒙古,2A,108.401667,40.72067097,
鄂尔多斯市大秦避暑山庄,内蒙古,2A,109.7610871,39.74622306,
陶亥召,内蒙古,2A,110.385547,39.38391012,
吉祥福慧寺,内蒙古,2A,109.6429423,39.04136946,
鄂尔多斯库布齐神光响沙旅游区,内蒙古,2A,108.6609935,40.46832565,
苏里格庙旅游区,内蒙古,2A,108.2808983,38.57249184,
塞外农耕文化体验园,内蒙古,3A,113.0786952,41.13531666,
大汗行宫,内蒙古,3A,106.8239922,38.26188504,
伊景园城市沙山旅游区,内蒙古,3A,109.8516491,39.58780664,
红海子湿地旅游区,内蒙古,3A,109.820469,39.56148907,
博源生态旅游区,内蒙古,3A,108.9570848,39.27757648,
乌审召旅游区,内蒙古,3A,109.0496805,39.09857874,
察汗部落旅游区,内蒙古,3A,108.5389863,39.83017224,
锡林塔拉草原旅游区,内蒙古,3A,108.6348381,39.81759603,
昭君城旅游区,内蒙古,3A,109.6761657,40.48226104,
库布其沙漠旅游景区,内蒙古,3A,109.3481462,40.38903612,
布龙湖温泉度假区,内蒙古,4A,107.5230482,38.93146138,
碧海阳光温泉旅游区,内蒙古,4A,107.7198151,38.90423973,
鄂尔多斯羊绒工业旅游区,内蒙古,4A,109.827509,39.81282406,
万家惠欢乐世界游乐园,内蒙古,4A,109.9504848,39.8509452,
鄂尔多斯野生动物园,内蒙古,4A,109.8970702,39.84518756,
东联动漫城,内蒙古,4A,109.719455,39.85476506,
九城宫旅游度假区,内蒙古,4A,109.779637,39.79806612,
马兰花草原旅游景区,内蒙古,4A,106.677657,38.386969,
城川红色文化旅游区,内蒙古,4A,109.8001609,39.60100953,
大沙头生态文化旅游区,内蒙古,4A,107.4543908,38.16221909,
准格尔黄河大峡谷旅游区,内蒙古,4A,111.4662574,39.61908549,
水镜湖休闲度假旅游区,内蒙古,4A,110.6574055,40.07038758,
油松王旅游区,内蒙古,4A,110.652318,39.42976692,
准格尔召旅游区,内蒙古,4A,110.1574823,39.60557017,
佛教文化博览园,内蒙古,4A,108.2193046,41.06221606,
蒙古源流旅游区,内蒙古,4A,109.7456579,39.50936435,
苏泊罕草原旅游景区,内蒙古,4A,109.3658767,39.67557381,
康巴什旅游区,内蒙古,4A,109.8652345,39.61396926,
三盛公水利风景区,内蒙古,4A,107.0368428,40.31753958,
成吉思汗察罕苏力德游牧生态旅游区,内蒙古,4A,108.937506,38.46488575,
萨拉乌苏旅游区,内蒙古,4A,108.7908977,37.9837216,
七星湖旅游区,内蒙古,4A,108.3098055,40.6807578,
鄂尔多斯草原旅游区,内蒙古,4A,108.6348381,39.81759603,
银肯塔拉沙漠绿洲自然生态旅游区,内蒙古,4A,109.876096,40.30281707,
恩格贝旅游区,内蒙古,4A,109.4435501,40.39667543,
吉祥福聚寺旅游区,内蒙古,4A,110.0961257,40.17922224,
蒙根花万通生态旅游区,内蒙古,4A,110.475252,40.31423502,
淖干塔拉蒙古营度假村,内蒙古,2A,111.8634125,41.81488414,
淖干诺尔草原旅游度假区,内蒙古,2A,111.833964,41.7819969,
巴彦塔拉旅游城,内蒙古,2A,111.9337501,41.86157498,
老虎山公园,内蒙古,2A,113.117738,41.03459098,
阿贵庙旅游点,内蒙古,2A,106.3883581,40.73900461,
集宁路文化商贸旅游区,内蒙古,3A,113.1288884,40.99605315,
东壕赖旅游区,内蒙古,3A,110.1005579,40.57874074,
金基平地泉水世界,内蒙古,3A,113.147487,40.9450903,
不冻河西苑生态旅游区,内蒙古,3A,113.582003,41.5809009,
伊利乌兰察布乳品厂,内蒙古,3A,113.1248986,40.9655258,
霸王河主题公园,内蒙古,3A,113.199294,40.99780195,
外事旅游接待中心,内蒙古,3A,109.973543,39.825367,
岱海国际滑雪场,内蒙古,4A,112.562343,40.67141092,
红石崖寺生态旅游区,内蒙古,4A,111.9243177,41.16861791,
红召九龙湾生态旅游区,内蒙古,4A,112.0757934,41.03035177,
集宁战役红色纪念园,内蒙古,4A,113.1225991,41.02462769,
林胡古塞旅游区,内蒙古,4A,112.333073,40.77969701,
辉腾锡勒黄花沟草原旅游区,内蒙古,4A,112.5343648,41.13822152,
集宁皮革城,内蒙古,4A,113.1140028,40.98453713,
苏木山旅游区,内蒙古,4A,113.794987,40.58193496,
察尔湖旅游区,内蒙古,4A,114.053683,40.86721399,
京能岱海旅游度假区,内蒙古,4A,112.650839,40.60700603,
格根塔拉草原旅游中心,内蒙古,4A,111.8532767,41.78403851,
哈音哈尔瓦旅游景区,内蒙古,2A,114.5453388,43.47707436,
锡林郭勒盟镶黄旗蒙古马文化博物馆,内蒙古,2A,113.852558,42.23720688,
锡林郭勒盟正蓝旗阿格腾艾里旅游度假村,内蒙古,2A,115.93324,42.23900987,
锡林郭勒盟西乌珠穆沁旗浩济特庙旅游景区,内蒙古,2A,117.6105088,44.58092261,
锡林郭勒盟多伦县山西会馆,内蒙古,2A,116.4799739,42.18966029,
西乌旗哈布其盖旅游景区,内蒙古,3A,117.600634,44.66321199,
锡林郭勒盟锡林河草原旅游度假村,内蒙古,3A,116.1500521,43.84093992,
锡林郭勒盟乌拉盖管理区布林泉景区,内蒙古,3A,118.8121054,45.81248616,
锡林郭勒盟阿巴嘎旗别里古台扎桑,内蒙古,3A,114.9672743,44.0249582,
多伦县白音部落,内蒙古,3A,116.7016715,42.14567707,
多伦湖景区,内蒙古,4A,116.6735306,42.19794158,
乌拉盖九曲弯景区,内蒙古,4A,119.608391,45.9216148,
中国马都核心区文化生态旅游区,内蒙古,4A,116.0994544,43.90972338,
锡林郭勒盟西乌珠穆沁旗乌兰五台旅游景区,内蒙古,4A,116.9914169,44.27544729,
锡林郭勒盟太仆寺旗皇家御马苑旅游景区,内蒙古,4A,115.1787388,41.71106367,
锡林郭勒盟元上都遗址旅游区,内蒙古,4A,116.196037,42.36452187,
锡林郭勒盟西乌珠穆沁旗蒙古汗城旅游景区,内蒙古,4A,117.6691741,44.46520901,
锡林郭勒盟锡林浩特市贝子庙旅游景区贝子庙,内蒙古,4A,116.076242,43.95697051,
二道井子博物馆,内蒙古,2A,119.061542,42.20889488,
东山生态扶贫产业园,内蒙古,2A,118.070446,43.62763011,
翁根毛都沙漠旅游度假村,内蒙古,2A,118.9143553,43.38276444,
契丹博物馆,内蒙古,2A,119.386736,43.96868114,
汗苏鲁国际生态观光牧场,内蒙古,2A,117.0658176,42.82304823,
蒙古汗廷文化园,内蒙古,2A,120.0465264,43.87443661,
楚东艺术农业博览园,内蒙古,2A,118.791156,42.40026892,
赤峰市博物馆,内蒙古,2A,118.9063989,42.25382721,
红山湖,内蒙古,2A,119.691044,42.76468896,
南山生态园,内蒙古,2A,118.9796194,42.25631851,
红山公园,内蒙古,2A,118.9859798,42.30263146,
植物园,内蒙古,2A,109.848186,40.67234198,
沙那水库,内蒙古,2A,119.3628937,44.41102566,
辽上京博物馆,内蒙古,2A,119.3880351,43.96671696,
德日苏宝冷旅游区,内蒙古,2A,118.801928,43.49260155,
大坝沟景区,内蒙古,2A,121.8311521,46.13517222,
黑里河漂流,内蒙古,2A,118.5438986,41.42504029,
杜鹃山旅游风景区,内蒙古,2A,118.400086,41.49151289,
宁城国家地质公园道虎沟古生物化石保护区,内蒙古,2A,119.3285656,41.60286728,
宁城国家地质公园博物馆,内蒙古,2A,119.328174,41.60362793,
内蒙古独伊佳食品有限公司,内蒙古,2A,118.954454,42.26926484,
昭乌达羊绒制品有限公司,内蒙古,2A,119.0441774,42.31264268,
和润农业高新科技产业开发有限公司,内蒙古,2A,119.313819,42.30862388,
赤峰伊利乳业有限责任公司,内蒙古,2A,119.3358831,42.06957648,
荟福寺,内蒙古,2A,118.6901247,43.53191498,
根丕庙旅游区,内蒙古,2A,120.1927182,44.57468737,
巴彦花水库旅游区,内蒙古,2A,119.8859136,44.17733079,
柴胡栏子烈士陵园,内蒙古,2A,118.4887471,42.30317035,
金和谷小镇,内蒙古,2A,118.7549496,42.43602362,
红酒庄园,内蒙古,3A,113.18661,41.05343094,
道谷南山旅游区,内蒙古,3A,119.0572262,42.2267098,
藏龙谷自然风景区,内蒙古,3A,118.6516529,41.38068393,
紫蒙湖景区,内蒙古,3A,118.671215,41.39801492,
巴林民俗博物馆,内蒙古,3A,119.2616805,44.22033582,
赛罕乌拉自然生态和辽文化旅游度假区,内蒙古,3A,118.6608751,44.25935097,
皇家漫甸旅游区,内蒙古,3A,117.911807,42.56012389,
龙口旅游休闲度假区,内蒙古,3A,117.552259,43.257017,
世界地质公园博物馆,内蒙古,3A,116.670532,43.41035606,
巴林石展览馆,内蒙古,3A,118.6692678,43.53796932,
新州博物馆,内蒙古,3A,119.9279888,42.28008454,
召庙景区,内蒙古,4A,119.3756005,43.85559666,
玉龙沙湖旅游区,内蒙古,4A,119.0799838,43.13659347,
道须沟生态旅游区,内蒙古,4A,118.3452754,41.4609379,
敖汉温泉城,内蒙古,4A,119.9936091,41.93895722,
美林谷滑雪场,内蒙古,4A,118.252523,41.6860019,
达里湖旅游区,内蒙古,4A,116.7453169,43.28551453,
喀喇沁亲王府,内蒙古,4A,118.513764,41.84571482,
通辽市科左后旗草甘沙漠生态旅游区,内蒙古,2A,123.1342839,42.84594401,
通辽市开鲁县烈士陵园,内蒙古,2A,121.3228693,43.60256528,
通辽市科左后旗博物馆,内蒙古,2A,122.356513,42.93754364,
通辽市扎鲁特旗东湖,内蒙古,2A,120.9222751,44.57703557,
通辽市奈曼青龙山洼旅游区,内蒙古,2A,121.1331186,42.38538358,
通辽市霍林郭勒市鸿雁湖旅游区,内蒙古,2A,119.4442,45.40442273,
通辽市扎鲁特旗老乡山庄,内蒙古,3A,120.918623,44.56221371,
通辽市蒙牛乳业科尔沁有限公司工业旅游园区,内蒙古,3A,122.2062387,43.6808314,
通辽市奈曼旗宝古图沙漠旅游区,内蒙古,3A,120.6394454,43.17868069,
通辽市奈曼王府,内蒙古,3A,120.6567673,42.85384804,
通辽市开鲁县麦新纪念馆,内蒙古,3A,121.3242711,43.60178228,
通辽市开鲁古榆园,内蒙古,3A,121.077151,43.57395506,
通辽市扎鲁特旗山地草原旅游区,内蒙古,3A,120.381103,44.94933778,
通辽市科尔沁博物馆,内蒙古,3A,122.2786768,43.63170365,
通辽市珠日河草原旅游区,内蒙古,3A,121.559048,44.20862912,
通辽市奈曼旗孟家段湿地旅游区,内蒙古,4A,120.9467797,43.39950401,
通辽市敖包相会可汗山草原旅游区,内蒙古,4A,119.5865167,45.61595414,
通辽市孝庄园文化旅游区,内蒙古,4A,121.9606104,43.94896718,
通辽市库伦三大寺,内蒙古,4A,121.7831487,42.73673623,
通辽市大青沟自然保护区,内蒙古,4A,122.4792096,42.89387046,
绰尔河农耕博物馆,内蒙古,2A,123.2485057,46.68887239,
鹦鸽山（庙）旅游景区,内蒙古,2A,122.721046,46.92188,
达嘎图山（庙）旅游景区,内蒙古,2A,122.516546,46.314888,
多兰湖公园,内蒙古,2A,122.904019,46.732414,
天府园旅游度假山庄,内蒙古,2A,122.906063,46.729401,
科右前旗兴安村第一党支部,内蒙古,2A,121.674027,46.137059,
科右中旗博物馆,内蒙古,2A,121.5014342,45.0637003,
兴安盟科右中旗蒙格罕山生态旅游景区,内蒙古,2A,121.3757425,45.39015102,
乌兰浩特市工业经济开发区,内蒙古,2A,122.1432345,46.06585041,
乌兰浩特市龙凤源景区,内蒙古,2A,122.0350631,46.11018915,
内蒙古民族解放纪念馆,内蒙古,2A,122.0984466,46.07583212,
扎赉特旗图牧吉国家级自然保护区,内蒙古,3A,123.020758,46.28556903,
突泉赛银花现代农业生态园景区,内蒙古,3A,121.6130509,45.42727328,
蒙牛乌兰浩特工业旅游区,内蒙古,3A,122.1610951,46.06488916,
兴安盟突泉县明星湖旅游度假区,内蒙古,3A,121.6586198,45.55779914,
兴安盟察尔森蒙古包旅游村,内蒙古,3A,121.8394319,46.36499318,
奥伦布坎旅游景区,内蒙古,4A,120.0248799,46.93687856,
兴安盟科右中旗翰嘎利——五角枫生态旅游度假区,内蒙古,4A,122.7506973,46.82209147,
兴安盟成吉思汗庙景区,内蒙古,4A,122.0651551,46.09939803,
阿尔山海神圣泉旅游度假村,内蒙古,4A,119.950934,47.17671331,
新巴尔虎右旗贝尔湖旅游景区,内蒙古,2A,117.672736,47.91671317,
巴彦农场生态农业科普公园,内蒙古,2A,124.891039,49.52582548,
根河市木屋度假村,内蒙古,2A,121.5872426,50.80937217,
牙克石市绰尔玉溪公园景区,内蒙古,2A,121.211129,47.98412844,
陈巴尔虎旗中国农业机械化科学研究院海拉尔试验站胡列也吐度假村,内蒙古,2A,118.9762995,49.24934218,
额尔古纳哈乌尔河景区,内蒙古,2A,120.041188,50.9645062,
海拉尔区哈克遗址博物馆,内蒙古,2A,120.090449,49.22496228,
伊利呼伦贝尔牧场,内蒙古,2A,119.436077,49.37338491,
呼伦贝尔市中东铁路博物馆,内蒙古,2A,122.7460867,48.02154628,
扎兰屯市金龙山滑雪场,内蒙古,2A,122.638168,48.0589079,
阿荣旗抗联英雄园,内蒙古,2A,123.4805976,48.14211922,
鄂温克博物馆,内蒙古,2A,119.760309,49.15508132,
额尔古纳市弘吉剌部景区,内蒙古,2A,119.729211,50.20653642,
额尔古纳市室韦魅力名镇景区,内蒙古,2A,119.929716,51.34847622,
牙克石市图里河鹤祥园度假村,内蒙古,2A,121.64979,50.52172713,
牙克石市喇嘛山国家森林公园,内蒙古,2A,122.3384535,48.33321556,
新巴尔虎右旗巴尔虎博物馆,内蒙古,2A,116.8273853,48.67727711,
呼伦贝尔市中国达斡尔民族博物馆,内蒙古,2A,124.463923,48.47319981,
牙克石凤凰山滑雪场,内蒙古,2A,120.8649183,49.20925884,
鄂伦春自治旗民族博物馆,内蒙古,2A,123.7335671,50.5901666,
拓跋鲜卑历史文化园景区,内蒙古,2A,123.673957,50.62433328,
中科丽丽娅俄罗斯文化旅游区,内蒙古,3A,120.1835815,50.2462357,
黑山头列夫湿地庄园,内蒙古,3A,119.6766873,50.21386575,
仙人洞景区,内蒙古,3A,123.083487,48.52854231,
呼伦贝尔市陈巴尔虎旗民族博物馆,内蒙古,3A,119.4293132,49.33272755,
鹿鸣山庄,内蒙古,3A,122.369765,48.1817099,
一代天骄中电生态草原度假区,内蒙古,3A,118.570623,49.48294301,
朝鲜族第一家园,内蒙古,3A,123.4839339,48.14871602,
根河敖鲁古雅使鹿部落旅游景区,内蒙古,3A,121.4816962,50.78540889,
呼伦贝尔古城,内蒙古,3A,119.831281,49.24058823,
呼伦贝尔市诺门罕战役遗址景区,内蒙古,3A,118.8399579,47.86828591,
新巴尔虎左旗甘珠尔庙景区,内蒙古,3A,118.1497142,48.36560636,
呼伦贝尔市牙克石市云龙山庄,内蒙古,3A,120.8114004,49.2536672,
呼伦贝尔市鄂温克巴彦呼硕旅游景区,内蒙古,3A,119.864501,48.87516556,
海拉尔国家森林公园,内蒙古,3A,119.7386559,49.21949057,
额尔古纳国家湿地公园,内蒙古,4A,120.441493,50.36720733,
牧人寨景区,内蒙古,4A,122.732971,48.69363669,
达尔滨湖国家森林公园,内蒙古,4A,123.1724686,49.49477246,
额尔古纳湿地景区,内蒙古,4A,120.154926,50.24876142,
白桦林景区,内蒙古,4A,120.1330185,50.53611283,
诺干湖旅游度假区,内蒙古,4A,119.5421861,47.94860319,
根河源国家湿地公园,内蒙古,4A,121.6756493,50.87207808,
呼伦贝尔市巴尔虎蒙古部落旅游区,内蒙古,4A,118.055818,49.506945,
呼伦贝尔市红花尔基樟子松国家森林旅游区,内蒙古,4A,119.987264,48.24848591,
呼伦贝尔市布苏里北疆军事文化旅游区,内蒙古,4A,123.44616,50.569736,
呼伦贝尔市金帐汗旅游部落旅游区,内蒙古,4A,119.7886794,49.5123255,
莫尔道嘎国家森林公园,内蒙古,4A,120.6806547,51.33738018,
呼伦贝尔市中国达斡尔民族园,内蒙古,4A,124.5003984,48.57474085,
世界反法西斯战争海拉尔纪念园,内蒙古,4A,119.7258485,49.25639438,
呼伦贝尔市陈巴尔虎旗呼和诺尔旅游景区,内蒙古,4A,119.2691094,49.42029566,
根河市伊克萨玛国家森林公园,内蒙古,2A,121.958271,52.0883306,
南龙王庙景区,内蒙古,2A,110.0504536,40.59859158,
小召子民俗文化旅游区,内蒙古,2A,110.838091,40.38475632,
包头市九曲华街文化大世界旅游景区,内蒙古,2A,110.0199465,40.60017307,
固阳县田丰农牧业产业化示范园,内蒙古,2A,110.0663755,41.0461192,
包头市特产商品展示中心,内蒙古,2A,111.241356,41.35743584,
石宝镇农耕文化博物馆旅游区,内蒙古,2A,110.459443,41.70299355,
毕力格泰民族食品景区,内蒙古,2A,111.21027,41.34127889,
秦长城景区,内蒙古,2A,110.0577091,41.11420483,
包头职业教育园区,内蒙古,2A,109.9999226,40.66206081,
华鹿现代农业景区,内蒙古,2A,110.3395867,40.55849856,
包头博物馆,内蒙古,2A,109.8470725,40.64777302,
蒙高列艳风情园,内蒙古,2A,109.903877,40.64693002,
佳雨文化旅游产业园,内蒙古,2A,113.133022,41.03277698,
包头轻工学院景区,内蒙古,2A,109.9543412,40.6419235,
满都拉口岸旅游区,内蒙古,2A,109.995111,42.63476394,
蒙古人度假村,内蒙古,2A,111.2524648,41.33361022,
希拉穆仁孙氏旅游中心,内蒙古,2A,111.235883,41.32949191,
内蒙古崖柏博物馆,内蒙古,2A,111.1695828,40.73529289,
包头市黄河谣文化旅游区,内蒙古,3A,109.7386134,40.50422974,
包头科学技术馆,内蒙古,3A,109.933346,40.62970885,
包钢工业旅游景区,内蒙古,3A,109.7863322,40.66502302,
包头花舞人间旅游景区,内蒙古,3A,110.05552,40.66735694,
红格尔敖包旅游区,内蒙古,3A,111.2001825,41.40617923,
南星现代农业景区,内蒙古,3A,110.0000129,40.55850973,
哈撒儿祭奠堂景区,内蒙古,3A,107.3678931,40.75589848,
小肥羊调味食品工业旅游区,内蒙古,3A,109.9401795,40.56718705,
石门风景区,内蒙古,3A,109.8036336,40.75661733,
春坤山生态旅游景区,内蒙古,4A,110.6030129,41.03206516,
吉穆斯泰景区,内蒙古,4A,110.182812,41.70556186,
百灵那达慕会场,内蒙古,4A,110.4915209,41.67953655,
梅力更风景旅游区,内蒙古,4A,109.4542114,40.67136859,
敕勒川风景区,内蒙古,4A,110.5388392,40.58528128,
青鸟养生庄园,内蒙古,4A,109.7743426,40.58417209,
美岱召旅游区,内蒙古,4A,110.716474,40.61019403,
南海湿地景区,内蒙古,4A,110.0281629,40.55208311,
北方兵器城,内蒙古,4A,109.8858681,40.68587874,
五当召旅游区,内蒙古,4A,110.3208762,40.79880432,
海日瀚羊胎素生物技术研发中心,内蒙古,2A,111.5699219,40.79310219,
云滚洞避暑山庄,内蒙古,2A,111.229928,40.19127204,
黄河麦野谷生态休闲旅游区,内蒙古,3A,111.380053,40.26238,
老牛坡红色文化旅游区,内蒙古,3A,109.9515575,39.8500945,
莫尼山非遗小镇,内蒙古,3A,111.5859441,40.9085934,
蒙树生态科技园,内蒙古,3A,111.842216,40.54048723,
新城牧歌,内蒙古,3A,111.9408549,40.90851796,
阳光半岛生态园,内蒙古,3A,111.7070346,40.78239849,
蒙草·草博园,内蒙古,3A,111.827014,40.504959,
南湖湿地公园,内蒙古,3A,111.653637,40.75018997,
将军衙署博物院,内蒙古,3A,111.6936017,40.83254653,
盛乐博物馆,内蒙古,3A,111.7894065,40.47337437,
大青山野生动物园,内蒙古,3A,111.6294114,40.87596228,
白石头沟生态旅游区,内蒙古,3A,111.4607707,40.77042074,
东方甘迪尔蒙古风情园,内蒙古,3A,111.6639861,40.71700449,
呼和浩特市乌兰夫故居,内蒙古,3A,111.261665,40.57396396,
清固伦恪靖公主府博物馆,内蒙古,3A,111.6609682,40.8441323,
五塔寺,内蒙古,3A,111.6724704,40.80483465,
席力图召,内蒙古,3A,111.6626421,40.80658595,
内蒙古崖柏博物馆,内蒙古,2A,111.1695828,40.73529289,
世纪呼白酒业旅游区,内蒙古,2A,111.5613867,40.79008175,
泉寿湾生态旅游区,内蒙古,2A,106.7420497,39.61932462,
内蒙古大漠文化创意园,内蒙古,2A,111.666184,40.80810997,
石峡口旅游度假区,内蒙古,2A,112.650839,40.60700603,
奥威蒙元马文化生态旅游区,内蒙古,4A,111.8282092,40.62776818,
乌兰夫纪念馆旅游区,内蒙古,4A,111.6501421,40.81974933,
南山旅游景区,内蒙古,4A,111.8360356,40.38036132,
蒙亮民族风情园,内蒙古,4A,111.587554,40.82840199,
老牛湾黄河大峡谷旅游区,内蒙古,4A,111.453774,39.653129,
大召历史文化旅游区,内蒙古,4A,111.660856,40.80549624,
内蒙古博物院,内蒙古,4A,111.745156,40.84584538,
大青山太伟运动休闲度假村,内蒙古,4A,111.8380042,40.95362682,
敕勒川草原文化旅游区,内蒙古,4A,110.971403,40.655015,
神泉生态旅游景区,内蒙古,4A,111.228238,40.18870728,
伊利·乳都科技示范园,内蒙古,4A,111.465376,40.75371989,
蒙牛工业旅游景区,内蒙古,4A,111.8024446,40.481259,
昭君博物院,内蒙古,4A,111.6903566,40.71373489,
汤岗子温泉旅游度假区,辽宁,3A,122.913441,41.01598489,
罗圈背风景区,辽宁,1A,123.4661006,40.03981176,
海城东四方台温泉度假区,辽宁,1A,122.755194,41.02085866,
岫岩清凉山风景区,辽宁,1A,123.6689049,40.55960975,
千山金湖旅游景区,辽宁,2A,123.1235161,41.02477647,
岫岩药山风景区,辽宁,2A,123.454464,40.65294604,
海城九龙川自然保护区,辽宁,2A,123.116664,40.674144,
岫岩龙潭湾风景区,辽宁,2A,123.0318156,40.18810285,
辽宁港泰经木艺术馆景区,辽宁,3A,122.9092215,41.16568033,
千山对桩石旅游景区,辽宁,3A,123.053199,41.00458194,
岫岩玉龙山温泉旅游度假区,辽宁,3A,122.913441,41.01598489,
岫岩人参谷旅游区,辽宁,3A,123.3134684,40.14274496,
大麦科省级自然保护区,辽宁,3A,122.2581337,41.278108,
台安恒泰盛丰现代农业示范园旅游景区,辽宁,3A,122.4668489,41.35291495,
千山区老院子景区,辽宁,3A,123.195647,41.02000798,
千山区祥和人家度假庄园,辽宁,3A,122.879866,41.03803469,
千山区戴维德温泉旅游度假区,辽宁,3A,122.913441,41.01598489,
千山区佳宁度假山庄,辽宁,3A,122.9058702,40.9842973,
海城市古华水韵玉文化主题旅游度假村,辽宁,3A,122.7195369,40.88099034,
海城市农高温泉小镇,辽宁,3A,122.7455762,40.95948815,
海城市析木镇下林村大果园景区,辽宁,3A,122.961884,40.71718624,
岫岩百菇园,辽宁,3A,123.283843,40.295005,
岫岩中国玉雕会展中心,辽宁,3A,123.2916887,40.30394518,
海城市南台箱包市场,辽宁,3A,122.811338,40.92635797,
海城市西柳服装市场,辽宁,3A,122.644159,40.86454688,
海城白云山风景区,辽宁,3A,123.062322,40.56888102,
岫岩冰湖旅游度假区,辽宁,3A,123.1688025,40.39878816,
海城牛庄古城旅游风景区,辽宁,3A,122.5438134,40.95405106,
千山区双龙山旅游景区,辽宁,3A,122.9144273,41.07500638,
台安少帅陵旅游风景区,辽宁,3A,122.3734945,41.52586294,
清凉山旅游风景区,辽宁,4A,123.6689049,40.55960975,
龙泉湖旅游度假风景区,辽宁,4A,123.216118,40.18301908,
鞍钢集团展览馆景区,辽宁,4A,122.9934524,41.12820878,
山水庄园,辽宁,4A,123.2174334,41.06439612,
